vendor;nomor_kontainer;size;tanggal_awal;tanggal_akhir;tarif;adjustment;group;status
ZONA;TGHU3222626;20;2025-02-21;2025-03-20;675676;0;Z53;ongoing
ZONA;APZU3960241;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;CBHU4034438;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;CLHU3586854;20;2025-03-21;2025-04-07;675676;-360361;Z53;ongoing
ZONA;CXDU1108921;20;2025-03-21;2025-04-08;675676;-360361;Z53;ongoing
ZONA;CXDU1212730;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;DFSU2296934;20;2025-03-21;2025-04-07;675676;-360361;Z53;ongoing
ZONA;GATU1019864;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;GESU1386736;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;GESU1449670;20;2025-03-21;2025-04-07;675676;-360361;Z53;ongoing
ZONA;HALU3509311;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;ILSU2019602;20;2025-03-21;2025-04-07;675676;-360361;Z53;ongoing
ZONA;MSCU3213686;20;2025-03-21;2025-04-08;675676;-360361;Z53;ongoing
ZONA;TEMU2353770;20;2025-03-21;2025-04-07;675676;-360361;Z53;ongoing
ZONA;TGHU1246275;20;2025-03-21;2025-04-20;675676;-337838;Z53;ongoing
ZONA;TGHU3222626;20;2025-03-21;2025-04-08;675676;-360361;Z53;ongoing
ZONA;APZU3960241;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;CBHU4034438;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;CXDU1212730;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;GATU1019864;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;GESU1386736;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;HALU3509311;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;TGHU1246275;20;2025-04-21;2025-05-20;675676;0;Z53;ongoing
ZONA;APZU3960241;20;2025-05-21;2025-05-25;675676;0;Z53;ongoing
ZONA;CBHU4034438;20;2025-05-21;2025-06-01;675676;0;Z53;ongoing
ZONA;CXDU1212730;20;2025-05-21;2025-06-18;675676;-22523;Z53;ongoing
ZONA;GATU1019864;20;2025-05-21;2025-06-17;675676;0;Z53;ongoing
ZONA;GESU1386736;20;2025-05-21;2025-06-04;675676;22523;Z53;ongoing
ZONA;HALU3509311;20;2025-05-21;2025-05-26;675676;0;Z53;ongoing
ZONA;TGHU1246275;20;2025-05-21;2025-06-13;675676;0;Z53;ongoing
ZONA;BMOU4013060;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;BMOU4013585;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;BMOU4153139;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;BMOU4175420;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;CCLU7119138;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;CLHU3602235;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;GESU3600488;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;GLDU7252828;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;MOTU0745549;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;MOTU0745826;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;PCIU9358763;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;SCMU2082204;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;SEGU1003148;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;TEMU2666500;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;WHLU0323766;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA1910749;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA2004243;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA2807583;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA2862339;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA2875892;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA5229290;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA8075928;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;ZONA9017621;20;2025-01-22;2025-02-21;675676;0;Z52;ongoing
ZONA;BMOU4013060;20;2025-02-22;2025-03-19;675676;0;Z52;ongoing
ZONA;BMOU4013585;20;2025-02-22;2025-03-07;675676;0;Z52;ongoing
ZONA;BMOU4153139;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;BMOU4175420;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;CCLU7119138;20;2025-02-22;2025-03-07;675676;0;Z52;ongoing
ZONA;CLHU3602235;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;GESU3600488;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;GLDU7252828;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;MOTU0745549;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;MOTU0745826;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;PCIU9358763;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;SCMU2082204;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;SEGU1003148;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;TEMU2666500;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;WHLU0323766;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA1910749;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA2004243;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA2807583;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA2862339;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA2875892;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA5229290;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;ZONA8075928;20;2025-02-22;2025-03-19;675676;0;Z52;ongoing
ZONA;ZONA9017621;20;2025-02-22;2025-03-21;675676;0;Z52;ongoing
ZONA;BMOU4153139;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;BMOU4175420;20;2025-03-22;2025-04-07;675676;0;Z52;ongoing
ZONA;CLHU3602235;20;2025-03-22;2025-04-08;675676;-360361;Z52;ongoing
ZONA;GESU3600488;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;GLDU7252828;20;2025-03-22;2025-04-07;675676;-360361;Z52;ongoing
ZONA;MOTU0745549;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;MOTU0745826;20;2025-03-22;2025-04-07;675676;0;Z52;ongoing
ZONA;PCIU9358763;20;2025-03-22;2025-04-07;675676;-360361;Z52;ongoing
ZONA;SCMU2082204;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;SEGU1003148;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;TEMU2666500;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;WHLU0323766;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;ZONA1910749;20;2025-03-22;2025-04-07;675676;-360361;Z52;ongoing
ZONA;ZONA2004243;20;2025-03-22;2025-04-07;675676;-360361;Z52;ongoing
ZONA;ZONA2807583;20;2025-03-22;2025-04-08;675676;-360361;Z52;ongoing
ZONA;ZONA2862339;20;2025-03-22;2025-04-07;675676;-360361;Z52;ongoing
ZONA;ZONA2875892;20;2025-03-22;2025-04-08;675676;-360361;Z52;ongoing
ZONA;ZONA5229290;20;2025-03-22;2025-04-08;675676;0;Z52;ongoing
ZONA;ZONA9017621;20;2025-03-22;2025-04-21;675676;-337838;Z52;ongoing
ZONA;BMOU4153139;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;GESU3600488;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;MOTU0745549;20;2025-04-22;2025-05-06;675676;0;Z52;ongoing
ZONA;SCMU2082204;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;SEGU1003148;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;TEMU2666500;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;WHLU0323766;20;2025-04-22;2025-05-21;675676;0;Z52;ongoing
ZONA;ZONA9017621;20;2025-04-22;2025-05-05;675676;0;Z52;ongoing
ZONA;BMOU4153139;20;2025-05-22;2025-05-23;675676;0;Z52;ongoing
ZONA;GESU3600488;20;2025-05-22;2025-06-01;675676;0;Z52;ongoing
ZONA;SCMU2082204;20;2025-05-22;2025-06-21;675676;0;Z52;ongoing
ZONA;SEGU1003148;20;2025-05-22;2025-05-31;675676;0;Z52;ongoing
ZONA;TEMU2666500;20;2025-05-22;2025-05-26;675676;0;Z52;ongoing
ZONA;WHLU0323766;20;2025-05-22;2025-06-21;675676;0;Z52;ongoing
ZONA;SCMU2082204;20;2025-06-22;2025-07-05;675676;0;Z52;ongoing
ZONA;WHLU0323766;20;2025-06-22;2025-07-07;675676;0;Z52;ongoing
ZONA;BMOU2474612;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;BSIU2946381;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;CAIU3184330;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;CBHU5841917;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EGSU3109943;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EISU2194517;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EISU2254616;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EISU3944703;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EMCU6006826;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EMCU6009872;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EMCU6045503;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;EMCU6063235;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;UGMU8580456;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WFHU1240962;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0215910;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0268015;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0273177;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0300903;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0319684;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0321315;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0322899;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0330050;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0343593;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0352189;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;WHLU0359120;20;2025-01-23;2025-02-22;675676;0;Z51;ongoing
ZONA;BMOU2474612;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;BSIU2946381;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;CAIU3184330;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;CBHU5841917;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EGSU3109943;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EISU2194517;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EISU2254616;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EISU3944703;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EMCU6006826;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EMCU6009872;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EMCU6045503;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;EMCU6063235;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;UGMU8580456;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WFHU1240962;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0215910;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0268015;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0273177;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0300903;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0319684;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0321315;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0322899;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0330050;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0343593;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0352189;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;WHLU0359120;20;2025-02-23;2025-03-22;675676;0;Z51;ongoing
ZONA;BMOU2474612;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;BSIU2946381;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;CAIU3184330;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;CBHU5841917;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;EGSU3109943;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;EISU2194517;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;EISU2254616;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;EISU3944703;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;EMCU6006826;20;2025-03-23;2025-04-08;675676;-360361;Z51;ongoing
ZONA;EMCU6009872;20;2025-03-23;2025-04-08;675676;-360361;Z51;ongoing
ZONA;EMCU6045503;20;2025-03-23;2025-04-07;675676;0;Z51;ongoing
ZONA;EMCU6063235;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;UGMU8580456;20;2025-03-23;2025-04-08;675676;-337838;Z51;ongoing
ZONA;WFHU1240962;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0215910;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0268015;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0273177;20;2025-03-23;2025-04-07;675676;0;Z51;ongoing
ZONA;WHLU0300903;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0319684;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0321315;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0322899;20;2025-03-23;2025-04-08;675676;-360361;Z51;ongoing
ZONA;WHLU0330050;20;2025-03-23;2025-04-07;675676;0;Z51;ongoing
ZONA;WHLU0343593;20;2025-03-23;2025-04-08;675676;-360361;Z51;ongoing
ZONA;WHLU0352189;20;2025-03-23;2025-04-22;675676;-337838;Z51;ongoing
ZONA;WHLU0359120;20;2025-03-23;2025-04-07;675676;0;Z51;ongoing
ZONA;BMOU2474612;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;BSIU2946381;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;CAIU3184330;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;CBHU5841917;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;EGSU3109943;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;EISU2194517;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;EISU2254616;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;EISU3944703;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;EMCU6063235;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WFHU1240962;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0215910;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0268015;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0300903;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0319684;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0321315;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;WHLU0352189;20;2025-04-23;2025-05-22;675676;0;Z51;ongoing
ZONA;BMOU2474612;20;2025-05-23;2025-06-22;675676;0;Z51;ongoing
ZONA;BSIU2946381;20;2025-05-23;2025-06-22;675676;0;Z51;ongoing
ZONA;CAIU3184330;20;2025-05-23;2025-05-24;675676;0;Z51;ongoing
ZONA;CBHU5841917;20;2025-05-23;2025-05-24;675676;0;Z51;ongoing
ZONA;EGSU3109943;20;2025-05-23;2025-06-17;675676;0;Z51;ongoing
ZONA;EISU2194517;20;2025-05-23;2025-06-13;675676;0;Z51;ongoing
ZONA;EISU2254616;20;2025-05-23;2025-06-01;675676;0;Z51;ongoing
ZONA;EISU3944703;20;2025-05-23;2025-06-14;675676;0;Z51;ongoing
ZONA;EMCU6063235;20;2025-05-23;2025-06-14;675676;0;Z51;ongoing
ZONA;WFHU1240962;20;2025-05-23;2025-05-25;675676;0;Z51;ongoing
ZONA;WHLU0215910;20;2025-05-23;2025-06-22;675676;0;Z51;ongoing
ZONA;WHLU0268015;20;2025-05-23;2025-06-03;675676;0;Z51;ongoing
ZONA;WHLU0300903;20;2025-05-23;2025-06-21;675676;0;Z51;ongoing
ZONA;WHLU0319684;20;2025-05-23;2025-05-25;675676;0;Z51;ongoing
ZONA;WHLU0321315;20;2025-05-23;2025-06-01;675676;0;Z51;ongoing
ZONA;WHLU0352189;20;2025-05-23;2025-05-31;675676;0;Z51;ongoing
ZONA;BMOU2474612;20;2025-06-23;2025-07-02;675676;0;Z51;ongoing
ZONA;BSIU2946381;20;2025-06-23;2025-07-17;675676;0;Z51;ongoing
ZONA;WHLU0215910;20;2025-06-23;2025-07-07;675676;0;Z51;ongoing
ZONA;BMOU2383868;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;BMOU2470200;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;CAIU8171172;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;GVCU2190099;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;HMCU3062032;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;TGHU1518584;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;TGHU3814501;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;ZONA2207201;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;ZONA2211855;20;2025-01-24;2025-02-23;675676;0;Z25;ongoing
ZONA;BMOU2383868;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;BMOU2470200;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;CAIU8171172;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;GVCU2190099;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;HMCU3062032;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;TGHU1518584;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;TGHU3814501;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;ZONA2207201;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;ZONA2211855;20;2025-02-24;2025-03-23;675676;0;Z25;ongoing
ZONA;BMOU2383868;20;2025-03-24;2025-04-07;675676;0;Z25;ongoing
ZONA;BMOU2470200;20;2025-03-24;2025-04-08;675676;-337838;Z25;ongoing
ZONA;CAIU8171172;20;2025-03-24;2025-04-07;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-03-24;2025-04-23;675676;-337838;Z25;ongoing
ZONA;GVCU2190099;20;2025-03-24;2025-04-23;675676;-337838;Z25;ongoing
ZONA;HMCU3062032;20;2025-03-24;2025-04-08;675676;-337838;Z25;ongoing
ZONA;TGHU1518584;20;2025-03-24;2025-04-23;675676;-337838;Z25;ongoing
ZONA;TGHU3814501;20;2025-03-24;2025-04-08;675676;-337838;Z25;ongoing
ZONA;ZONA2207201;20;2025-03-24;2025-04-23;675676;-337838;Z25;ongoing
ZONA;ZONA2211855;20;2025-03-24;2025-04-07;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-04-24;2025-05-23;675676;0;Z25;ongoing
ZONA;GVCU2190099;20;2025-04-24;2025-05-23;675676;0;Z25;ongoing
ZONA;TGHU1518584;20;2025-04-24;2025-05-23;675676;0;Z25;ongoing
ZONA;ZONA2207201;20;2025-04-24;2025-05-20;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-05-24;2025-06-23;675676;0;Z25;ongoing
ZONA;GVCU2190099;20;2025-05-24;2025-06-23;675676;0;Z25;ongoing
ZONA;TGHU1518584;20;2025-05-24;2025-05-25;675676;0;Z25;ongoing
ZONA;EMCU6038844;20;2025-06-24;2025-07-21;675676;0;Z25;ongoing
ZONA;GVCU2190099;20;2025-06-24;2025-07-09;675676;0;Z25;ongoing
ZONA;ZONA2218192;20;2025-01-25;2025-02-24;675676;0;Z26;ongoing
ZONA;ZONA2938308;20;2025-01-25;2025-02-24;675676;0;Z26;ongoing
ZONA;ZONA6950241;20;2025-01-25;2025-02-24;675676;0;Z26;ongoing
ZONA;ZONA2218192;20;2025-02-25;2025-03-24;675676;0;Z26;ongoing
ZONA;ZONA2938308;20;2025-02-25;2025-03-24;675676;0;Z26;ongoing
ZONA;ZONA6950241;20;2025-02-25;2025-03-24;675676;0;Z26;ongoing
ZONA;ZONA2218192;20;2025-03-25;2025-04-24;675676;-337838;Z26;ongoing
ZONA;ZONA2938308;20;2025-03-25;2025-04-24;675676;-337838;Z26;ongoing
ZONA;ZONA2218192;20;2025-04-25;2025-05-23;675676;0;Z26;ongoing
ZONA;ZONA2938308;20;2025-04-25;2025-05-23;675676;0;Z26;ongoing
ZONA;ZONA2218192;20;2025-05-25;2025-05-25;675676;0;Z26;ongoing
ZONA;ECMU1819649;20;2025-02-13;2025-03-12;675676;0;Z24;ongoing
ZONA;OOLU1192163;20;2025-02-13;2025-03-12;675676;0;Z24;ongoing
ZONA;OOLU1585181;20;2025-02-13;2025-03-12;675676;0;Z24;ongoing
ZONA;ECMU1819649;20;2025-03-13;2025-04-12;675676;0;Z24;ongoing
ZONA;OOLU1192163;20;2025-03-13;2025-04-12;675676;0;Z24;ongoing
ZONA;OOLU1585181;20;2025-03-13;2025-04-12;675676;0;Z24;ongoing
ZONA;ECMU1819649;20;2025-04-13;2025-05-12;675676;0;Z24;ongoing
ZONA;OOLU1192163;20;2025-04-13;2025-05-12;675676;0;Z24;ongoing
ZONA;OOLU1585181;20;2025-04-13;2025-05-12;675676;0;Z24;ongoing
ZONA;ECMU1819649;20;2025-05-13;2025-06-12;675676;0;Z24;ongoing
ZONA;OOLU1192163;20;2025-05-13;2025-06-12;675676;0;Z24;ongoing
ZONA;OOLU1585181;20;2025-05-13;2025-06-04;675676;0;Z24;ongoing
ZONA;ECMU1819649;20;2025-06-13;2025-07-09;675676;0;Z24;ongoing
ZONA;OOLU1192163;20;2025-06-13;2025-06-20;675676;0;Z24;ongoing
ZONA;BPLU1210002;40;2025-02-20;2025-03-19;1261261;0;Z44;ongoing
ZONA;DFSU6225950;40;2025-02-20;2025-03-19;1261261;0;Z44;ongoing
ZONA;MEDU8269787;40;2025-02-20;2025-03-19;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-03-20;2025-04-19;1261261;-294294;Z44;ongoing
ZONA;DFSU6225950;40;2025-03-20;2025-04-19;1261261;-294294;Z44;ongoing
ZONA;MEDU8269787;40;2025-03-20;2025-04-19;1261261;-294294;Z44;ongoing
ZONA;BPLU1210002;40;2025-04-20;2025-05-19;1261261;0;Z44;ongoing
ZONA;DFSU6225950;40;2025-04-20;2025-05-19;1261261;0;Z44;ongoing
ZONA;MEDU8269787;40;2025-04-20;2025-05-19;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-05-20;2025-06-19;1261261;0;Z44;ongoing
ZONA;DFSU6225950;40;2025-05-20;2025-06-19;1261261;0;Z44;ongoing
ZONA;MEDU8269787;40;2025-05-20;2025-06-19;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-06-20;2025-07-19;1261261;0;Z44;ongoing
ZONA;DFSU6225950;40;2025-06-20;2025-07-19;1261261;0;Z44;ongoing
ZONA;MEDU8269787;40;2025-06-20;2025-07-01;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-07-20;2025-08-19;1261261;0;Z44;ongoing
ZONA;DFSU6225950;40;2025-07-20;2025-07-25;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-08-20;2025-09-19;1261261;0;Z44;ongoing
ZONA;BPLU1210002;40;2025-09-20;2025-09-24;1261261;0;Z44;ongoing
ZONA;KKFU7120388;40;2025-02-21;2025-03-20;1261261;0;Z45;ongoing
ZONA;KKFU7120388;40;2025-03-21;2025-04-20;1261261;-294294;Z45;ongoing
ZONA;KKFU7120388;40;2025-04-21;2025-05-20;1261261;0;Z45;ongoing
ZONA;KKFU7120388;40;2025-05-21;2025-06-20;1261261;0;Z45;ongoing
ZONA;KKFU7120388;40;2025-06-21;2025-07-20;1261261;0;Z45;ongoing
ZONA;KKFU7120388;40;2025-07-21;2025-07-25;1261261;0;Z45;ongoing
ZONA;PKEU5033970;40;2025-02-22;2025-03-21;1261261;0;Z46;ongoing
ZONA;PKEU5033970;40;2025-03-22;2025-04-21;1261261;-294294;Z46;ongoing
ZONA;PKEU5033970;40;2025-04-22;2025-05-21;1261261;0;Z46;ongoing
ZONA;PKEU5033970;40;2025-05-22;2025-06-20;1261261;0;Z46;ongoing
ZONA;GESU5508370;40;2025-02-24;2025-03-23;1261261;0;Z47;ongoing
ZONA;MSCU9903797;40;2025-02-24;2025-03-23;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-03-24;2025-04-23;1261261;-294294;Z47;ongoing
ZONA;MSCU9903797;40;2025-03-24;2025-04-23;1261261;-294294;Z47;ongoing
ZONA;GESU5508370;40;2025-04-24;2025-05-23;1261261;0;Z47;ongoing
ZONA;MSCU9903797;40;2025-04-24;2025-05-23;1261261;0;Z47;ongoing
ZONA;GESU5508370;40;2025-05-24;2025-06-23;1261261;0;Z47;ongoing
