vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
DPE;CBHU3952697;20;TK125010000004;24/01/2025;09/04/2025;1;24 januari 2025 - 23 februari 2025;Bulanan;775000;710417;85250;15500;844750;;3
DPE;CBHU3952697;20;TK125010000004;24/01/2025;09/04/2025;2;24 februari 2025 - 23 maret 2025;Bulanan;700000;641667;77000;14000;763000;;3
DPE;CBHU3952697;20;TK125010000004;24/01/2025;09/04/2025;3;24 maret 2025 - 9 april 2025;Harian;425000;389583;46750;8500;463250;;3
DPE;CSLU1247770;20;TK125010000004;24/01/2025;23/06/2025;1;24 januari 2025 - 23 februari 2025;Bulanan;775000;710417;85250;15500;844750;;5
DPE;CSLU1247770;20;TK125010000004;24/01/2025;23/06/2025;2;24 februari 2025 - 23 maret 2025;Bulanan;700000;641667;77000;14000;763000;;5
DPE;CSLU1247770;20;TK125010000004;24/01/2025;23/06/2025;3;24 maret 2025 - 23 april 2025;Bulanan;775000;710417;85250;15500;844750;;5
DPE;CSLU1247770;20;TK125010000004;24/01/2025;23/06/2025;4;24 april 2025 - 23 mei 2025;Bulanan;750000;687500;82500;15000;817500;;5
DPE;CSLU1247770;20;TK125010000004;24/01/2025;23/06/2025;5;24 mei 2025 - 23 juni 2025;Bulanan;775000;710417;85250;15500;844750;;5
DPE;CXDU1108080;20;TK125010000004;24/01/2025;10/04/2025;1;24 januari 2025 - 23 februari 2025;Bulanan;775000;710417;85250;15500;844750;;3
DPE;CXDU1108080;20;TK125010000004;24/01/2025;10/04/2025;2;24 februari 2025 - 23 maret 2025;Bulanan;700000;641667;77000;14000;763000;;3
DPE;CXDU1108080;20;TK125010000004;24/01/2025;10/04/2025;3;24 maret 2025 - 10 april 2025;Harian;450000;412500;49500;9000;490500;;3
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;1;4 maret 2025 - 3 april 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;2;4 april 2025 - 3 mei 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;3;4 mei 2025 - 3 juni 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;4;4 juni 2025 - 3 juli 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;5;4 juli 2025 - 3 agustus 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
DPE;RXTU4540180;40;TK125030000005;04/03/2025;;6;4 agustus 2025 - 3 september 2025;Bulanan;1500000;1375000;165000;30000;1635000;;6
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;1;8 maret 2024 - 7 april 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;2;8 april 2024 - 7 mei 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;3;8 mei 2024 - 7 juni 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;4;8 juni 2024 - 7 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;5;8 juli 2024 - 7 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;6;8 agustus 2024 - 7 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;7;8 september 2024 - 7 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;8;8 oktober 2024 - 7 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;9;8 november 2024 - 7 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;10;8 desember 2024 - 7 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;11;8 januari 2025 - 7 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;12;8 februari 2025 - 7 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;13;8 maret 2025 - 7 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;14;8 april 2025 - 7 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;15;8 mei 2025 - 7 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;16;8 juni 2025 - 7 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;17;8 juli 2025 - 7 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;18;8 agustus 2025 - 7 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;1;8 maret 2024 - 7 april 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;2;8 april 2024 - 7 mei 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;3;8 mei 2024 - 7 juni 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;4;8 juni 2024 - 7 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;5;8 juli 2024 - 7 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;6;8 agustus 2024 - 7 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;7;8 september 2024 - 7 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;8;8 oktober 2024 - 7 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;9;8 november 2024 - 7 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;10;8 desember 2024 - 7 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;11;8 januari 2025 - 7 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;12;8 februari 2025 - 7 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;13;8 maret 2025 - 7 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;14;8 april 2025 - 7 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;15;8 mei 2025 - 7 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;16;8 juni 2025 - 7 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;17;8 juli 2025 - 7 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;GESU5114504;40;TK124030000006;08/03/2024;;18;8 agustus 2025 - 7 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;18
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;1;10 juni 2024 - 9 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;2;10 juli 2024 - 9 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;3;10 agustus 2024 - 9 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;4;10 september 2024 - 9 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;5;10 oktober 2024 - 9 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;6;10 november 2024 - 9 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;7;10 desember 2024 - 9 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;8;10 januari 2025 - 9 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;9;10 februari 2025 - 9 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;10;10 maret 2025 - 9 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;11;10 april 2025 - 9 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;12;10 mei 2025 - 9 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;13;10 juni 2025 - 9 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;14;10 juli 2025 - 9 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;15;10 agustus 2025 - 9 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;1;10 juni 2024 - 9 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;2;10 juli 2024 - 9 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;3;10 agustus 2024 - 9 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;4;10 september 2024 - 9 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;5;10 oktober 2024 - 9 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;6;10 november 2024 - 9 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;7;10 desember 2024 - 9 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;8;10 januari 2025 - 9 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;9;10 februari 2025 - 9 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;10;10 maret 2025 - 9 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;11;10 april 2025 - 9 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;12;10 mei 2025 - 9 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;13;10 juni 2025 - 9 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;14;10 juli 2025 - 9 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;BMOU4192536;40;TK124060000007;10/06/2024;;15;10 agustus 2025 - 9 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;1;14 juni 2024 - 13 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;2;14 juli 2024 - 13 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;3;14 agustus 2024 - 13 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;4;14 september 2024 - 13 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;5;14 oktober 2024 - 13 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;6;14 november 2024 - 13 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;7;14 desember 2024 - 13 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;8;14 januari 2025 - 13 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;9;14 februari 2025 - 13 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;10;14 maret 2025 - 13 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;11;14 april 2025 - 13 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;12;14 mei 2025 - 13 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;13;14 juni 2025 - 13 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;14;14 juli 2025 - 13 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;15;14 agustus 2025 - 13 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;1;14 juni 2024 - 13 juli 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;2;14 juli 2024 - 13 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;3;14 agustus 2024 - 13 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;4;14 september 2024 - 13 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;5;14 oktober 2024 - 13 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;6;14 november 2024 - 13 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;7;14 desember 2024 - 13 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;8;14 januari 2025 - 13 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;9;14 februari 2025 - 13 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;10;14 maret 2025 - 13 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;11;14 april 2025 - 13 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;12;14 mei 2025 - 13 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;13;14 juni 2025 - 13 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;14;14 juli 2025 - 13 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;MSKU4555445;40;TK124060000008;14/06/2024;;15;14 agustus 2025 - 13 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;15
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;1;6 juli 2024 - 5 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;6
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;2;6 agustus 2024 - 5 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;6
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;3;6 september 2024 - 5 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;6
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;4;6 oktober 2024 - 5 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;6
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;5;6 november 2024 - 5 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;6
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;04/01/2025;6;6 desember 2024 - 4 januari 2025;Harian;1261260;1156155;138739;25225;1374773;;6
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;1;6 juli 2024 - 5 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;2;6 agustus 2024 - 5 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;3;6 september 2024 - 5 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;4;6 oktober 2024 - 5 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;5;6 november 2024 - 5 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;6;6 desember 2024 - 5 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;7;6 januari 2025 - 5 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;8;6 februari 2025 - 5 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;9;6 maret 2025 - 5 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;10;6 april 2025 - 5 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;11;6 mei 2025 - 5 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;12;6 juni 2025 - 5 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;25/07/2025;13;6 juli 2025 - 25 juli 2025;Harian;840840;770770;92492;16817;916516;;13
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;1;6 juli 2024 - 5 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;2;6 agustus 2024 - 5 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
