vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;3;6 september 2024 - 5 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;4;6 oktober 2024 - 5 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;5;6 november 2024 - 5 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;6;6 desember 2024 - 5 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;7;6 januari 2025 - 5 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;8;6 februari 2025 - 5 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;9;6 maret 2025 - 5 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;10;6 april 2025 - 5 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;11;6 mei 2025 - 5 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;12;6 juni 2025 - 5 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;13;6 juli 2025 - 5 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;XXXU9902224;40;TK124070000009;06/07/2024;;14;6 agustus 2025 - 5 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;1;6 juli 2024 - 5 agustus 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;2;6 agustus 2024 - 5 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;3;6 september 2024 - 5 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;4;6 oktober 2024 - 5 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;5;6 november 2024 - 5 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;6;6 desember 2024 - 5 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;7;6 januari 2025 - 5 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;8;6 februari 2025 - 5 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;9;6 maret 2025 - 5 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;10;6 april 2025 - 5 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;11;6 mei 2025 - 5 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;12;6 juni 2025 - 5 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;13;6 juli 2025 - 5 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;TEXU7210230;40;TK124070000009;06/07/2024;;14;6 agustus 2025 - 5 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;14
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;1;29 agustus 2024 - 28 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;2;29 september 2024 - 28 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;3;29 oktober 2024 - 28 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;4;29 november 2024 - 28 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;5;29 desember 2024 - 28 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;6;29 januari 2025 - 28 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;7;29 maret 2025 - 28 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;8;29 maret 2025 - 28 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;9;29 april 2025 - 28 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;10;29 mei 2025 - 28 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;11;29 juni 2025 - 28 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;12;29 juli 2025 - 28 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;13;29 agustus 2025 - 28 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;1;29 agustus 2024 - 28 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;2;29 september 2024 - 28 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;3;29 oktober 2024 - 28 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;4;29 november 2024 - 28 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;5;29 desember 2024 - 28 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;6;29 januari 2025 - 28 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;7;29 maret 2025 - 28 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;8;29 maret 2025 - 28 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;9;29 april 2025 - 28 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;10;29 mei 2025 - 28 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;11;29 juni 2025 - 28 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;12;29 juli 2025 - 28 agustus 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;GESU5570090;40;TK124080000010;29/08/2024;;13;29 agustus 2025 - 28 september 2025;Bulanan;1261261;1156156;138739;25225;1374774;;13
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;1;30 agustus 2024 - 29 september 2024;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;2;30 september 2024 - 29 oktober 2024;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;3;30 oktober 2024 - 29 november 2024;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;4;30 november 2024 - 29 desember 2024;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;5;30 desember 2024 - 29 januari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;6;30 januari 2025 - 1 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;7;30 maret 2025 - 29 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;8;30 maret 2025 - 29 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;9;30 april 2025 - 29 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;10
ZONA;CBHU8810653;40;TK124080000011;30/08/2024;25/06/2025;10;30 mei 2025 - 25 juni 2025;Harian;1135134;1040540;124865;22703;1237296;;10
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
ZONA;CLHU3925177;20;TK124120000012;12/12/2024;02/01/2025;1;12 desember 2024 - 2 januari 2025;Harian;495484;454194;54503;9910;540078;;1
ZONA;ZONA6987793;20;TK124120000012;12/12/2024;02/01/2025;1;12 desember 2024 - 2 januari 2025;Harian;495484;454194;54503;9910;540078;;1
ZONA;ZWFU1000730;20;TK124120000013;11/12/2024;02/01/2025;1;11 desember 2024 - 2 januari 2025;Harian;518006;474839;56981;10360;564627;;1
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;07/04/2025;1;11 desember 2024 - 10 januari 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;07/04/2025;2;11 januari 2025 - 10 februari 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;07/04/2025;3;11 februari 2025 - 10 maret 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;07/04/2025;4;11 maret 2025 - 7 april 2025;Harian;630616;578065;69368;12612;687371;;4
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;1;11 desember 2024 - 10 januari 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;2;11 januari 2025 - 10 februari 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;3;11 februari 2025 - 10 maret 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;4;11 maret 2025 - 10 april 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;5;11 april 2025 - 10 mei 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;6;11 mei 2025 - 10 juni 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;7;11 juni 2025 - 10 juli 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;8;11 juli 2025 - 10 agustus 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;DNAU2622206;20;TK124120000013;11/12/2024;;9;11 agustus 2025 - 10 september 2025;Bulanan;675676;619370;74324;13514;736487;;9
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;1;7 januari 2025 - 6 februari 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;2;7 februari 2025 - 6 maret 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;3;7 maret 2025 - 6 april 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;4;7 april 2025 - 6 mei 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;5;7 mei 2025 - 6 juni 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;6;7 juni 2025 - 6 juli 2025;Bulanan;1261261;1156156;138739;25225;1374774;;7
ZONA;EMSU9871692;40;TK125010000014;07/01/2025;22/07/2025;7;7 juli 2025 - 22 juli 2025;Harian;672672;616616;73994;13453;733212;;7
ZONA;MSCU3213686;20;TK125010000015;21/01/2025;08/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;MSCU3213686;20;TK125010000015;21/01/2025;08/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;MSCU3213686;20;TK125010000015;21/01/2025;08/04/2025;3;21 maret 2025 - 8 april 2025;Harian;427918;392258;47071;8558;466431;;3
ZONA;TGHU3222626;20;TK125010000015;21/01/2025;08/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;TGHU3222626;20;TK125010000015;21/01/2025;08/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;TGHU3222626;20;TK125010000015;21/01/2025;08/04/2025;3;21 maret 2025 - 8 april 2025;Harian;427918;392258;47071;8558;466431;;3
ZONA;CXDU1108921;20;TK125010000015;21/01/2025;08/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CXDU1108921;20;TK125010000015;21/01/2025;08/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CXDU1108921;20;TK125010000015;21/01/2025;08/04/2025;3;21 maret 2025 - 8 april 2025;Harian;427918;392258;47071;8558;466431;;3
ZONA;CXDU1212730;20;TK125010000015;21/01/2025;18/06/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CXDU1212730;20;TK125010000015;21/01/2025;18/06/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CXDU1212730;20;TK125010000015;21/01/2025;18/06/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CXDU1212730;20;TK125010000015;21/01/2025;18/06/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CXDU1212730;20;TK125010000015;21/01/2025;18/06/2025;5;21 mei 2025 - 18 juni 2025;Harian;653138;598710;71845;13063;711920;;5
ZONA;GESU1386736;20;TK125010000015;21/01/2025;04/06/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GESU1386736;20;TK125010000015;21/01/2025;04/06/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GESU1386736;20;TK125010000015;21/01/2025;04/06/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GESU1386736;20;TK125010000015;21/01/2025;04/06/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GESU1386736;20;TK125010000015;21/01/2025;04/06/2025;5;21 mei 2025 - 4 juni 2025;Harian;337830;309678;37161;6757;368235;;5
ZONA;HALU3509311;20;TK125010000015;21/01/2025;26/05/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;HALU3509311;20;TK125010000015;21/01/2025;26/05/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;HALU3509311;20;TK125010000015;21/01/2025;26/05/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;HALU3509311;20;TK125010000015;21/01/2025;26/05/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;HALU3509311;20;TK125010000015;21/01/2025;26/05/2025;5;21 mei 2025 - 26 mei 2025;Harian;135132;123871;14865;2703;147294;;5
ZONA;DFSU2296934;20;TK125010000015;21/01/2025;07/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;DFSU2296934;20;TK125010000015;21/01/2025;07/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;DFSU2296934;20;TK125010000015;21/01/2025;07/04/2025;3;21 maret 2025 - 7 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;CBHU4034438;20;TK125010000015;21/01/2025;01/06/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CBHU4034438;20;TK125010000015;21/01/2025;01/06/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CBHU4034438;20;TK125010000015;21/01/2025;01/06/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CBHU4034438;20;TK125010000015;21/01/2025;01/06/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;CBHU4034438;20;TK125010000015;21/01/2025;01/06/2025;5;21 mei 2025 - 1 juni 2025;Harian;270264;247742;29729;5405;294588;;5
ZONA;TEMU2353770;20;TK125010000015;21/01/2025;07/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;TEMU2353770;20;TK125010000015;21/01/2025;07/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;TEMU2353770;20;TK125010000015;21/01/2025;07/04/2025;3;21 maret 2025 - 7 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;TGHU1246275;20;TK125010000015;21/01/2025;13/06/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TGHU1246275;20;TK125010000015;21/01/2025;13/06/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TGHU1246275;20;TK125010000015;21/01/2025;13/06/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TGHU1246275;20;TK125010000015;21/01/2025;13/06/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TGHU1246275;20;TK125010000015;21/01/2025;13/06/2025;5;21 mei 2025 - 13 juni 2025;Harian;540528;495484;59458;10811;589176;;5
ZONA;CLHU3586854;20;TK125010000015;21/01/2025;07/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CLHU3586854;20;TK125010000015;21/01/2025;07/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CLHU3586854;20;TK125010000015;21/01/2025;07/04/2025;3;21 maret 2025 - 7 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;GESU1449670;20;TK125010000015;21/01/2025;07/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;GESU1449670;20;TK125010000015;21/01/2025;07/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;GESU1449670;20;TK125010000015;21/01/2025;07/04/2025;3;21 maret 2025 - 7 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;ILSU2019602;20;TK125010000015;21/01/2025;07/04/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ILSU2019602;20;TK125010000015;21/01/2025;07/04/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ILSU2019602;20;TK125010000015;21/01/2025;07/04/2025;3;21 maret 2025 - 7 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;GATU1019864;20;TK125010000015;21/01/2025;17/06/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GATU1019864;20;TK125010000015;21/01/2025;17/06/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GATU1019864;20;TK125010000015;21/01/2025;17/06/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GATU1019864;20;TK125010000015;21/01/2025;17/06/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;GATU1019864;20;TK125010000015;21/01/2025;17/06/2025;5;21 mei 2025 - 17 juni 2025;Harian;630616;578065;69368;12612;687371;;5
ZONA;APZU3960241;20;TK125010000015;21/01/2025;25/05/2025;1;21 januari 2025 - 20 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;APZU3960241;20;TK125010000015;21/01/2025;25/05/2025;2;21 februari 2025 - 20 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;APZU3960241;20;TK125010000015;21/01/2025;25/05/2025;3;21 maret 2025 - 20 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;APZU3960241;20;TK125010000015;21/01/2025;25/05/2025;4;21 april 2025 - 20 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;APZU3960241;20;TK125010000015;21/01/2025;25/05/2025;5;21 mei 2025 - 25 mei 2025;Harian;112610;103226;12387;2252;122745;;5
ZONA;ZONA9017621;20;TK125010000016;22/01/2025;05/05/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;ZONA9017621;20;TK125010000016;22/01/2025;05/05/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;ZONA9017621;20;TK125010000016;22/01/2025;05/05/2025;3;22 maret 2025 - 21 april 2025;Bulanan;675676;619370;74324;13514;736487;;4
ZONA;ZONA9017621;20;TK125010000016;22/01/2025;05/05/2025;4;22 april 2025 - 5 mei 2025;Harian;315308;289032;34684;6306;343686;;4
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;6
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;6
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;3;22 maret 2025 - 21 april 2025;Bulanan;675676;619370;74324;13514;736487;;6
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;4;22 april 2025 - 21 mei 2025;Bulanan;675676;619370;74324;13514;736487;;6
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;5;22 mei 2025 - 21 juni 2025;Bulanan;675676;619370;74324;13514;736487;;6
ZONA;SCMU2082204;20;TK125010000016;22/01/2025;05/07/2025;6;22 juni 2025 - 5 juli 2025;Harian;315308;289032;34684;6306;343686;;6
ZONA;ZONA2875892;20;TK125010000016;22/01/2025;08/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA2875892;20;TK125010000016;22/01/2025;08/04/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA2875892;20;TK125010000016;22/01/2025;08/04/2025;3;22 maret 2025 - 8 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;CLHU3602235;20;TK125010000016;22/01/2025;08/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CLHU3602235;20;TK125010000016;22/01/2025;08/04/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;CLHU3602235;20;TK125010000016;22/01/2025;08/04/2025;3;22 maret 2025 - 8 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;TEMU2666500;20;TK125010000016;22/01/2025;26/05/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TEMU2666500;20;TK125010000016;22/01/2025;26/05/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TEMU2666500;20;TK125010000016;22/01/2025;26/05/2025;3;22 maret 2025 - 21 april 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TEMU2666500;20;TK125010000016;22/01/2025;26/05/2025;4;22 april 2025 - 21 mei 2025;Bulanan;675676;619370;74324;13514;736487;;5
ZONA;TEMU2666500;20;TK125010000016;22/01/2025;26/05/2025;5;22 mei 2025 - 26 mei 2025;Harian;112610;103226;12387;2252;122745;;5
ZONA;ZONA5229290;20;TK125010000016;22/01/2025;08/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA5229290;20;TK125010000016;22/01/2025;08/04/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA5229290;20;TK125010000016;22/01/2025;08/04/2025;3;22 maret 2025 - 8 april 2025;Harian;405396;371613;44594;8108;441882;;3
ZONA;ZONA2862339;20;TK125010000016;22/01/2025;07/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA2862339;20;TK125010000016;22/01/2025;07/04/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;ZONA2862339;20;TK125010000016;22/01/2025;07/04/2025;3;22 maret 2025 - 7 april 2025;Harian;382874;350968;42116;7657;417333;;3
ZONA;BMOU4175420;20;TK125010000016;22/01/2025;07/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;BMOU4175420;20;TK125010000016;22/01/2025;07/04/2025;2;22 februari 2025 - 21 maret 2025;Bulanan;675676;619370;74324;13514;736487;;3
ZONA;BMOU4175420;20;TK125010000016;22/01/2025;07/04/2025;3;22 maret 2025 - 7 april 2025;Harian;382874;350968;42116;7657;417333;;3
ZONA;ZONA2004243;20;TK125010000016;22/01/2025;07/04/2025;1;22 januari 2025 - 21 februari 2025;Bulanan;675676;619370;74324;13514;736487;;3
