vendor,nomor_kontainer,size,tanggal_awal,tanggal_akhir,tarif,adjustment,periode,group,status
ZONA,ZONA2218192,20,2025-03-25,2025-04-24,Bulanan,-337838,3,Z26,ongoing
ZONA,ZONA2938308,20,2025-03-25,2025-04-24,Bulanan,-337838,3,Z26,ongoing
ZONA,ZONA2218192,20,2025-04-25,2025-05-23,Harian,0,4,Z26,ongoing
ZONA,ZONA2938308,20,2025-04-25,2025-05-23,Harian,0,4,Z26,ongoing
ZONA,ZONA2218192,20,2025-05-25,2025-05-25,Harian,0,5,Z26,ongoing
ZONA,ECMU1819649,20,2025-02-13,2025-03-12,Bulanan,0,1,Z24,ongoing
ZONA,OOLU1192163,20,2025-02-13,2025-03-12,Bulanan,0,1,Z24,ongoing
ZONA,OOLU1585181,20,2025-02-13,2025-03-12,Bulanan,0,1,Z24,ongoing
ZONA,ECMU1819649,20,2025-03-13,2025-04-12,Bulanan,0,2,Z24,ongoing
ZONA,OOLU1192163,20,2025-03-13,2025-04-12,Bulanan,0,2,Z24,ongoing
ZONA,OOLU1585181,20,2025-03-13,2025-04-12,Bulanan,0,2,Z24,ongoing
ZONA,ECMU1819649,20,2025-04-13,2025-05-12,Bulanan,0,3,Z24,ongoing
ZONA,OOLU1192163,20,2025-04-13,2025-05-12,Bulanan,0,3,Z24,ongoing
ZONA,OOLU1585181,20,2025-04-13,2025-05-12,Bulanan,0,3,Z24,ongoing
ZONA,ECMU1819649,20,2025-05-13,2025-06-12,Bulanan,0,4,Z24,ongoing
ZONA,OOLU1192163,20,2025-05-13,2025-06-12,Bulanan,0,4,Z24,ongoing
ZONA,OOLU1585181,20,2025-05-13,2025-06-04,Harian,0,4,Z24,ongoing
ZONA,ECMU1819649,20,2025-06-13,2025-07-09,Harian,0,5,Z24,ongoing
ZONA,OOLU1192163,20,2025-06-13,2025-06-20,Harian,0,5,Z24,ongoing
ZONA,BPLU1210002,40,2025-02-20,2025-03-19,Bulanan,0,1,Z44,ongoing
ZONA,DFSU6225950,40,2025-02-20,2025-03-19,Bulanan,0,1,Z44,ongoing
ZONA,MEDU8269787,40,2025-02-20,2025-03-19,Bulanan,0,1,Z44,ongoing
ZONA,BPLU1210002,40,2025-03-20,2025-04-19,Bulanan,-294294,2,Z44,ongoing
ZONA,DFSU6225950,40,2025-03-20,2025-04-19,Bulanan,-294294,2,Z44,ongoing
ZONA,MEDU8269787,40,2025-03-20,2025-04-19,Bulanan,-294294,2,Z44,ongoing
ZONA,BPLU1210002,40,2025-04-20,2025-05-19,Bulanan,0,3,Z44,ongoing
ZONA,DFSU6225950,40,2025-04-20,2025-05-19,Bulanan,0,3,Z44,ongoing
ZONA,MEDU8269787,40,2025-04-20,2025-05-19,Bulanan,0,3,Z44,ongoing
ZONA,BPLU1210002,40,2025-05-20,2025-06-19,Bulanan,0,4,Z44,ongoing
ZONA,DFSU6225950,40,2025-05-20,2025-06-19,Bulanan,0,4,Z44,ongoing
ZONA,MEDU8269787,40,2025-05-20,2025-06-19,Bulanan,0,4,Z44,ongoing
ZONA,BPLU1210002,40,2025-06-20,2025-07-19,Bulanan,0,5,Z44,ongoing
ZONA,DFSU6225950,40,2025-06-20,2025-07-19,Bulanan,0,5,Z44,ongoing
ZONA,MEDU8269787,40,2025-06-20,2025-07-01,Harian,0,5,Z44,ongoing
ZONA,BPLU1210002,40,2025-07-20,2025-08-19,Bulanan,0,6,Z44,ongoing
ZONA,DFSU6225950,40,2025-07-20,2025-07-25,Harian,0,6,Z44,ongoing
ZONA,BPLU1210002,40,2025-08-20,2025-09-19,Bulanan,0,7,Z44,ongoing
ZONA,BPLU1210002,40,2025-09-20,2025-09-24,Harian,0,8,Z44,ongoing
ZONA,KKFU7120388,40,2025-02-21,2025-03-20,Bulanan,0,1,Z45,ongoing
ZONA,KKFU7120388,40,2025-03-21,2025-04-20,Bulanan,-294294,2,Z45,ongoing
ZONA,KKFU7120388,40,2025-04-21,2025-05-20,Bulanan,0,3,Z45,ongoing
ZONA,KKFU7120388,40,2025-05-21,2025-06-20,Bulanan,0,4,Z45,ongoing
ZONA,KKFU7120388,40,2025-06-21,2025-07-20,Bulanan,0,5,Z45,ongoing
ZONA,KKFU7120388,40,2025-07-21,2025-07-25,Harian,0,6,Z45,ongoing
ZONA,PKEU5033970,40,2025-02-22,2025-03-21,Bulanan,0,1,Z46,ongoing
ZONA,PKEU5033970,40,2025-03-22,2025-04-21,Bulanan,-294294,2,Z46,ongoing
ZONA,PKEU5033970,40,2025-04-22,2025-05-21,Bulanan,0,3,Z46,ongoing
ZONA,PKEU5033970,40,2025-05-22,2025-06-20,Bulanan,0,4,Z46,ongoing
ZONA,GESU5508370,40,2025-02-24,2025-03-23,Bulanan,0,1,Z47,ongoing
ZONA,MSCU9903797,40,2025-02-24,2025-03-23,Bulanan,0,1,Z47,ongoing
ZONA,GESU5508370,40,2025-03-24,2025-04-23,Bulanan,-294294,2,Z47,ongoing
ZONA,MSCU9903797,40,2025-03-24,2025-04-23,Bulanan,-294294,2,Z47,ongoing
ZONA,GESU5508370,40,2025-04-24,2025-05-23,Bulanan,0,3,Z47,ongoing
ZONA,MSCU9903797,40,2025-04-24,2025-05-23,Bulanan,0,3,Z47,ongoing
ZONA,GESU5508370,40,2025-05-24,2025-06-23,Bulanan,0,4,Z47,ongoing
ZONA,MSCU9903797,40,2025-05-24,2025-06-23,Bulanan,0,4,Z47,ongoing
ZONA,GESU5508370,40,2025-06-24,2025-07-23,Bulanan,0,5,Z47,ongoing
ZONA,MSCU9903797,40,2025-06-24,2025-07-01,Harian,0,5,Z47,ongoing
ZONA,GESU5508370,40,2025-07-24,2025-08-23,Bulanan,0,6,Z47,ongoing
ZONA,GESU5508370,40,2025-08-24,2025-09-23,Bulanan,0,7,Z47,ongoing
ZONA,GESU5508370,40,2025-09-24,2025-09-24,Harian,0,8,Z47,ongoing
ZONA,INKU6744298,40,2025-05-25,2025-06-23,Bulanan,0,4,Z48,ongoing
ZONA,CAXU9096769,40,2025-03-10,2025-04-09,Bulanan,-294294,1,Z50,ongoing
ZONA,CAXU9096769,40,2025-04-10,2025-05-09,Bulanan,0,2,Z50,ongoing
ZONA,CAXU9096769,40,2025-05-10,2025-06-09,Bulanan,0,3,Z50,ongoing
ZONA,CAXU9096769,40,2025-06-10,2025-06-25,Harian,0,4,Z50,ongoing
ZONA,FORU8416289,20,2025-03-11,2025-04-10,Bulanan,-157658,1,Z30,ongoing
ZONA,FORU8480890,20,2025-03-11,2025-04-10,Bulanan,-157658,1,Z30,ongoing
ZONA,IFLU2990380,20,2025-03-11,2025-04-10,Bulanan,-157658,1,Z30,ongoing
ZONA,MSKU2218091,20,2025-03-11,2025-04-10,Bulanan,-157658,1,Z30,ongoing
ZONA,TTNU3216943,20,2025-03-11,2025-04-10,Bulanan,-157658,1,Z30,ongoing
ZONA,FORU8416289,20,2025-04-11,2025-05-10,Bulanan,0,2,Z30,ongoing
ZONA,FORU8480890,20,2025-04-11,2025-05-10,Bulanan,0,2,Z30,ongoing
ZONA,IFLU2990380,20,2025-04-11,2025-05-10,Bulanan,0,2,Z30,ongoing
ZONA,MSKU2218091,20,2025-04-11,2025-05-10,Bulanan,0,2,Z30,ongoing
ZONA,TTNU3216943,20,2025-04-11,2025-05-10,Bulanan,0,2,Z30,ongoing
ZONA,FORU8416289,20,2025-05-11,2025-06-03,Harian,0,3,Z30,ongoing
ZONA,FORU8480890,20,2025-05-11,2025-06-01,Harian,0,3,Z30,ongoing
ZONA,IFLU2990380,20,2025-05-11,2025-05-24,Harian,0,3,Z30,ongoing
ZONA,MSKU2218091,20,2025-05-11,2025-06-10,Bulanan,0,3,Z30,ongoing
ZONA,TTNU3216943,20,2025-05-11,2025-06-03,Harian,0,3,Z30,ongoing
ZONA,MSKU2218091,20,2025-06-11,2025-07-01,Harian,0,4,Z30,ongoing
ZONA,BMOU4402838,40,2025-03-13,2025-04-12,Bulanan,-294294,1,Z32,ongoing
ZONA,GLDU7503878,40,2025-03-13,2025-04-12,Bulanan,-294294,1,Z32,ongoing
ZONA,BMOU4402838,40,2025-04-13,2025-05-12,Bulanan,0,2,Z32,ongoing
ZONA,GLDU7503878,40,2025-04-13,2025-05-12,Bulanan,0,2,Z32,ongoing
ZONA,BMOU4402838,40,2025-05-13,2025-06-12,Bulanan,0,3,Z32,ongoing
ZONA,GLDU7503878,40,2025-05-13,2025-06-12,Bulanan,0,3,Z32,ongoing
ZONA,BMOU4402838,40,2025-06-13,2025-07-12,Bulanan,0,4,Z32,ongoing
ZONA,GLDU7503878,40,2025-06-13,2025-07-12,Bulanan,0,4,Z32,ongoing
ZONA,BMOU4402838,40,2025-07-13,2025-07-24,Harian,0,5,Z32,ongoing
ZONA,GLDU7503878,40,2025-07-13,2025-08-12,Bulanan,0,5,Z32,ongoing
ZONA,GLDU7503878,40,2025-08-13,2025-09-12,Bulanan,0,6,Z32,ongoing
ZONA,GLDU7503878,40,2025-09-13,2025-09-24,Harian,0,7,Z32,ongoing
ZONA,CAXU8184119,40,2025-03-14,2025-04-13,Bulanan,-294294,1,Z33,ongoing
ZONA,UESU4688707,40,2025-03-14,2025-04-13,Bulanan,-294294,1,Z33,ongoing
ZONA,CAXU8184119,40,2025-04-14,2025-05-13,Bulanan,0,2,Z33,ongoing
ZONA,UESU4688707,40,2025-04-14,2025-05-13,Bulanan,0,2,Z33,ongoing
ZONA,CAXU8184119,40,2025-05-14,2025-06-13,Bulanan,0,3,Z33,ongoing
ZONA,UESU4688707,40,2025-05-14,2025-06-13,Bulanan,0,3,Z33,ongoing
ZONA,CAXU8184119,40,2025-06-14,2025-07-13,Bulanan,0,4,Z33,ongoing
ZONA,UESU4688707,40,2025-06-14,2025-07-13,Bulanan,0,4,Z33,ongoing
ZONA,CAXU8184119,40,2025-07-14,2025-07-23,Harian,0,5,Z33,ongoing
ZONA,UESU4688707,40,2025-07-14,2025-08-13,Bulanan,0,5,Z33,ongoing
ZONA,UESU4688707,40,2025-08-14,2025-09-13,Bulanan,0,6,Z33,ongoing
ZONA,UESU4688707,40,2025-09-14,2025-09-24,Harian,0,7,Z33,ongoing
ZONA,MEDU8384327,40,2025-03-16,2025-04-15,Bulanan,-294294,1,Z34,ongoing
ZONA,TGHU6130478,40,2025-03-16,2025-04-15,Bulanan,-294294,1,Z34,ongoing
ZONA,MEDU8384327,40,2025-04-16,2025-05-15,Bulanan,0,2,Z34,ongoing
ZONA,TGHU6130478,40,2025-04-16,2025-05-15,Bulanan,0,2,Z34,ongoing
ZONA,MEDU8384327,40,2025-05-16,2025-06-15,Bulanan,0,3,Z34,ongoing
ZONA,TGHU6130478,40,2025-05-16,2025-06-15,Bulanan,0,3,Z34,ongoing
ZONA,MEDU8384327,40,2025-06-16,2025-07-15,Bulanan,0,4,Z34,ongoing
ZONA,TGHU6130478,40,2025-06-16,2025-07-15,Bulanan,0,4,Z34,ongoing
ZONA,MEDU8384327,40,2025-07-16,2025-07-23,Harian,0,5,Z34,ongoing
ZONA,TGHU6130478,40,2025-07-16,2025-08-15,Bulanan,0,5,Z34,ongoing
ZONA,TGHU6130478,40,2025-08-16,2025-09-15,Bulanan,0,6,Z34,ongoing
ZONA,TGHU6130478,40,2025-09-16,2025-09-24,Harian,0,7,Z34,ongoing
ZONA,MEDU8246035,40,2025-03-18,2025-04-17,Bulanan,-294294,1,Z35,ongoing
ZONA,MEDU8246035,40,2025-04-18,2025-05-17,Bulanan,0,2,Z35,ongoing
ZONA,MEDU8246035,40,2025-05-18,2025-06-17,Bulanan,0,3,Z35,ongoing
ZONA,MEDU8246035,40,2025-06-18,2025-06-24,Harian,0,4,Z35,ongoing
ZONA,CCLU3996437,20,2025-03-19,2025-04-18,Bulanan,-157658,1,Z36,ongoing
ZONA,TEMU2815815,20,2025-03-19,2025-04-18,Bulanan,-157658,1,Z36,ongoing
ZONA,TGHU1845843,20,2025-03-19,2025-04-18,Bulanan,-157658,1,Z36,ongoing
ZONA,CCLU3996437,20,2025-04-19,2025-05-18,Bulanan,0,2,Z36,ongoing
ZONA,TEMU2815815,20,2025-04-19,2025-05-18,Bulanan,0,2,Z36,ongoing
ZONA,TGHU1845843,20,2025-04-19,2025-05-18,Bulanan,0,2,Z36,ongoing
ZONA,CCLU3996437,20,2025-05-19,2025-06-04,Harian,0,3,Z36,ongoing
ZONA,TEMU2815815,20,2025-05-19,2025-06-01,Harian,22523,3,Z36,ongoing
ZONA,TGHU1845843,20,2025-05-19,2025-06-07,Harian,0,3,Z36,ongoing
