Group;Kontainer;Awal;Akhir;Ukuran; Harga ;Periode;Status;Hari; DPP ;Keterangan; QTY Disc ; adjustment ; Pembulatan ; ppn ; pph ; grand_total ;No.InvoiceVendor;Tgl.InvVendor;No.Bank;Tgl.Bank;OK;Approval;x;Group;;;;;;;;x
Z18;GESU4735831;16 Feb 24;15 Mar 24;40; 1.261.261 ;2;Bulanan;29; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.03.22930;20 Mar 24;EBK240500055;21 May 24;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Feb 24;15 Mar 24;40; 1.261.261 ;2;Bulanan;29; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.03.22930;20 Mar 24;EBK240500055;21 May 24;ok;;Up;Z18;;;;;;;;
Z18;PCIU9765813;16 Feb 24;15 Mar 24;40; 1.261.261 ;2;Bulanan;29; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.03.22930;20 Mar 24;EBK240500055;21 May 24;ok;;Up;Z18;;;;;;;;
Z18;GESU4689335;16 Mar 24;15 Apr 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.03.22934;03 May 24;EBK240500209;20 May 24;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Mar 24;15 Apr 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.03.22934;03 May 24;EBK240500209;20 May 24;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Mar 24;15 Apr 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.03.22934;03 May 24;EBK240500209;20 May 24;ok;;Up;Z18;;;;;;;;
Z18;PCIU9765813;16 Mar 24;15 Apr 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.03.22934;03 May 24;EBK240500209;20 May 24;ok;;Up;Z18;;;;;;;;
Z18;GESU4689335;16 Apr 24;24 Apr 24;40; 1.261.261 ;4;Harian;9; 378.378 ;;; -   ;; 41.622 ; 7.568 ; 412.432 ;ZONA24.05.23408;03 May 24;;;ok;07 Oct 25;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Apr 24;15 May 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.05.23408;03 May 24;;;ok;07 Oct 25;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Apr 24;15 May 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.05.23408;03 May 24;;;ok;07 Oct 25;Up;Z18;;;;;;;;
Z18;PCIU9765813;16 Apr 24;25 Apr 24;40; 1.261.261 ;4;Harian;10; 420.420 ;;; -   ;; 46.246 ; 8.408 ; 458.258 ;ZONA24.05.23408;03 May 24;;;ok;07 Oct 25;Up;Z18;;;;;;;;
Z18;GESU4735831;16 May 24;15 Jun 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24885;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 May 24;15 Jun 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24885;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Jun 24;15 Jul 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24886;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Jun 24;15 Jul 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24886;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Jul 24;15 Aug 24;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24887;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Jul 24;15 Aug 24;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24887;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Aug 24;15 Sep 24;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24888;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Aug 24;15 Sep 24;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24888;02 Sep 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Sep 24;15 Oct 24;40; 1.261.261 ;9;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25967;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Sep 24;15 Oct 24;40; 1.261.261 ;9;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25967;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Oct 24;15 Nov 24;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25968;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Oct 24;15 Nov 24;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25968;20 Nov 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4735831;16 Nov 24;03 Dec 24;40; 1.261.261 ;11;Harian;18; 756.757 ;;; -   ;; 83.243 ; 15.135 ; 824.865 ;ZONA24.12.26553;28 Dec 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Nov 24;15 Dec 24;40; 1.261.261 ;11;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26553;28 Dec 24;EBK250100275;30 Jan 25;ok;;Up;Z18;;;;;;;;
Z18;GESU4896815;16 Dec 24;20 Dec 24;40; 1.261.261 ;12;Harian;5; 210.210 ;;; -   ;; 23.123 ; 4.204 ; 229.129 ;ZONA24.12.26554;30 Apr 25;EBK250600289;26 Jun 25;ok;;Up;Z18;;;;;;;;
Z20;YELU5789666;18 Jan 24;17 Feb 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.01.22414;23 Jan 24;EBK240500055;21 May 24;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Feb 24;17 Mar 24;40; 1.261.261 ;2;Bulanan;29; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.03.22932;20 Mar 24;EBK240500055;21 May 24;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Mar 24;17 Apr 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.03.22936;03 May 24;EBK240500209;20 May 24;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Apr 24;17 May 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.05.23410;03 May 24;;;OK;07 Oct 25;Up;Z20;;;;;;;;
Z20;YELU5789666;18 May 24;17 Jun 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24889;02 Sep 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Jun 24;17 Jul 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24890;02 Sep 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Jul 24;17 Aug 24;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24891;02 Sep 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Aug 24;17 Sep 24;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.09.24892;02 Sep 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Sep 24;17 Oct 24;40; 1.261.261 ;9;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25969;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Oct 24;17 Nov 24;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25970;20 Nov 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z20;YELU5789666;18 Nov 24;03 Dec 24;40; 1.261.261 ;11;Harian;16; 672.673 ;;; -   ;; 73.994 ; 13.453 ; 733.214 ;ZONA24.12.26555;28 Dec 24;EBK250100275;30 Jan 25;OK;;Up;Z20;;;;;;;;
Z23;CCLU7032547;08 Mar 24;07 Apr 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.04.23318;24 Apr 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;CMAU1034669;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CPSU1828517;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRSU1468543;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRXU3112086;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;DFSU2061565;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;FCIU2541302;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1345130;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1426103;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Mar 24;07 Apr 24;40; 1.261.261 ;1;Bulanan;31; 1.261.261 ;; 9 ;-378.378 ;; 97.117 ; 17.658 ; 962.342 ;ZONA24.04.23318;24 Apr 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;TGHU2383781;08 Mar 24;07 Apr 24;20; 675.676 ;1;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CCLU7032547;08 Apr 24;24 Apr 24;40; 1.261.261 ;2;Harian;17; 714.715 ;;; -   ;; 78.619 ; 14.294 ; 779.040 ;ZONA24.12.26570;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;CMAU1034669;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CPSU1828517;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRSU1468543;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRXU3112086;08 Apr 24;20 Apr 24;20; 675.676 ;2;Harian;13; 292.793 ;;; -   ;; 32.207 ; 5.856 ; 319.144 ;;;;;;;Up;Z23;;;;;;;;
Z23;DFSU2061565;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;FCIU2541302;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1345130;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1426103;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Apr 24;07 May 24;40; 1.261.261 ;2;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26570;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;TGHU2383781;08 Apr 24;07 May 24;20; 675.676 ;2;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CMAU1034669;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CPSU1828517;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRSU1468543;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;DFSU2061565;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;FCIU2541302;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1345130;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1426103;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 May 24;07 Jun 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26571;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;TGHU2383781;08 May 24;07 Jun 24;20; 675.676 ;3;Bulanan;31; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CMAU1034669;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CPSU1828517;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRSU1468543;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;DFSU2061565;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;FCIU2541302;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1345130;08 Jun 24;07 Jul 24;20; 675.676 ;4;Bulanan;30; 675.676 ;;; -   ;; 74.324 ; 13.514 ; 736.486 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1426103;08 Jun 24;02 Jul 24;20; 675.676 ;4;Harian;25; 563.063 ;;; -   ;; 61.937 ; 11.261 ; 613.739 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Jun 24;07 Jul 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26572;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;TGHU2383781;08 Jun 24;02 Jul 24;20; 675.676 ;4;Harian;25; 563.063 ;;; -   ;; 61.937 ; 11.261 ; 613.739 ;;;;;;;Up;Z23;;;;;;;;
Z23;CMAU1034669;08 Jul 24;29 Jul 24;20; 675.676 ;5;Harian;22; 495.496 ;;; -   ;; 54.505 ; 9.910 ; 540.091 ;;;;;;;Up;Z23;;;;;;;;
Z23;CPSU1828517;08 Jul 24;28 Jul 24;20; 675.676 ;5;Harian;21; 472.973 ;;; -   ;; 52.027 ; 9.459 ; 515.541 ;;;;;;;Up;Z23;;;;;;;;
Z23;CRSU1468543;08 Jul 24;28 Jul 24;20; 675.676 ;5;Harian;21; 472.973 ;;; -   ;; 52.027 ; 9.459 ; 515.541 ;;;;;;;Up;Z23;;;;;;;;
Z23;DFSU2061565;08 Jul 24;18 Jul 24;20; 675.676 ;5;Harian;11; 247.748 ;;; -   ;; 27.252 ; 4.955 ; 270.045 ;;;;;;;Up;Z23;;;;;;;;
Z23;FCIU2541302;08 Jul 24;28 Jul 24;20; 675.676 ;5;Harian;21; 472.973 ;;; -   ;; 52.027 ; 9.459 ; 515.541 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU1345130;08 Jul 24;08 Jul 24;20; 675.676 ;5;Harian;1; 22.523 ;;; -   ;; 2.478 ; 450 ; 24.551 ;;;;;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Jul 24;07 Aug 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26573;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Aug 24;07 Sep 24;40; 1.261.261 ;6;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26574;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Sep 24;07 Oct 24;40; 1.261.261 ;7;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26575;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Oct 24;07 Nov 24;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26576;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Nov 24;07 Dec 24;40; 1.261.261 ;9;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26577;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Dec 24;07 Jan 25;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26578;31 Dec 24;EBK250100275;30 Jan 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Jan 25;07 Feb 25;40; 1.261.261 ;11;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27889;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Feb 25;07 Mar 25;40; 1.261.261 ;12;Bulanan;28; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27890;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Mar 25;07 Apr 25;40; 1.261.261 ;13;Bulanan;31; 1.261.261 ;; 7 ;-294.294 ;; 106.366 ; 19.339 ; 1.053.994 ;ZONA25.04.27891;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Apr 25;07 May 25;40; 1.261.261 ;14;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27892;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z23;;;;;;;;
Z23;GESU5114504;08 May 25;07 Jun 25;40; 1.261.261 ;15;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30000;25 Sep 25;;;;06 Oct 25;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Jun 25;07 Jul 25;40; 1.261.261 ;16;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30001;25 Sep 25;;;;06 Oct 25;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Jul 25;07 Aug 25;40; 1.261.261 ;17;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30002;25 Sep 25;;;;06 Oct 25;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Aug 25;07 Sep 25;40; 1.261.261 ;18;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30003;25 Sep 25;;;;06 Oct 25;Up;Z23;;;;;;;;
Z23;GESU5114504;08 Sep 25;24 Sep 25;40; 1.261.261 ;19;Harian;17; 714.715 ;Belum Dikembalikan;; -   ;; 78.619 ; 14.294 ; 779.040 ;;;;;;;Up;Z23;;;;;;;;
Z04;BMOU4192536;10 Jul 24;09 Aug 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24866;29 Aug 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4393401;10 Jul 24;09 Aug 24;40; 1.261.261 ;2;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24866;29 Aug 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Aug 24;09 Sep 24;40; 1.261.261 ;3;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.08.24867;29 Aug 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4393401;10 Aug 24;28 Aug 24;40; 1.261.261 ;3;Harian;19; 798.799 ;;; -   ;; 87.868 ; 15.976 ; 870.691 ;ZONA24.08.24867;29 Aug 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Sep 24;09 Oct 24;40; 1.261.261 ;4;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25957;20 Nov 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Oct 24;09 Nov 24;40; 1.261.261 ;5;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.11.25958;20 Nov 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Nov 24;09 Dec 24;40; 1.261.261 ;6;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA24.12.26544;28 Dec 24;EBK250100275;30 Jan 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Dec 24;09 Jan 25;40; 1.261.261 ;7;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;;;;;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Jan 25;09 Feb 25;40; 1.261.261 ;8;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27905;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Feb 25;09 Mar 25;40; 1.261.261 ;9;Bulanan;28; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27906;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Mar 25;09 Apr 25;40; 1.261.261 ;10;Bulanan;31; 1.261.261 ;; 7 ;-294.294 ;; 106.366 ; 19.339 ; 1.053.994 ;ZONA25.04.27907;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 Apr 25;09 May 25;40; 1.261.261 ;11;Bulanan;30; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.04.27908;29 Apr 25;EBK250600289;26 Jun 25;;;Up;Z04;;;;;;;;
Z04;BMOU4192536;10 May 25;09 Jun 25;40; 1.261.261 ;12;Bulanan;31; 1.261.261 ;;; -   ;; 138.739 ; 25.225 ; 1.374.775 ;ZONA25.09.30004;25 Sep 25;;;;06 Oct 25;Up;Z04;;;;;;;;
