"vendor";"nomor_kontainer";"size";"group";"tanggal_awal";"tanggal_akhir";"periode";"masa";"tarif";"dpp";"dpp_nilai_lain";"ppn";"pph";"grand_total";"status";"computed_periode"
"ZONA";"BMOU4153139";"20";"Z011";"2025-01-22";"2025-05-23";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU4153139";"20";"Z011";"2025-01-22";"2025-05-23";"2";"22 februari 2025 - 21 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU4153139";"20";"Z011";"2025-01-22";"2025-05-23";"3";"22 maret 2025 - 21 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU4153139";"20";"Z011";"2025-01-22";"2025-05-23";"4";"22 april 2025 - 21 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU4153139";"20";"Z011";"2025-01-22";"2025-05-23";"5";"22 mei 2025 - 23 mei 2025";"Harian";"45044.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"GLDU7252828";"20";"Z011";"2025-01-22";"2025-04-07";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"GLDU7252828";"20";"Z011";"2025-01-22";"2025-04-07";"2";"22 februari 2025 - 21 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"GLDU7252828";"20";"Z011";"2025-01-22";"2025-04-07";"3";"22 maret 2025 - 7 april 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2807583";"20";"Z011";"2025-01-22";"2025-04-08";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2807583";"20";"Z011";"2025-01-22";"2025-04-08";"2";"22 februari 2025 - 21 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2807583";"20";"Z011";"2025-01-22";"2025-04-08";"3";"22 maret 2025 - 8 april 2025";"Harian";"405396.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"MOTU0745549";"20";"Z011";"2025-01-22";"2025-05-06";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"MOTU0745549";"20";"Z011";"2025-01-22";"2025-05-06";"2";"22 februari 2025 - 21 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"MOTU0745549";"20";"Z011";"2025-01-22";"2025-05-06";"3";"22 maret 2025 - 21 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"MOTU0745549";"20";"Z011";"2025-01-22";"2025-05-06";"4";"22 april 2025 - 6 mei 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"CCLU7119138";"20";"Z011";"2025-01-22";"2025-03-07";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"2"
"ZONA";"CCLU7119138";"20";"Z011";"2025-01-22";"2025-03-07";"2";"22 februari 2025 - 7 maret 2025";"Harian";"315308.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"2"
"ZONA";"PCIU9358763";"20";"Z011";"2025-01-22";"2025-04-07";"1";"22 januari 2025 - 21 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"PCIU9358763";"20";"Z011";"2025-01-22";"2025-04-07";"2";"22 februari 2025 - 21 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"PCIU9358763";"20";"Z011";"2025-01-22";"2025-04-07";"3";"22 maret 2025 - 7 april 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CBHU5841917";"20";"Z012";"2025-01-23";"2025-05-24";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CBHU5841917";"20";"Z012";"2025-01-23";"2025-05-24";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CBHU5841917";"20";"Z012";"2025-01-23";"2025-05-24";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CBHU5841917";"20";"Z012";"2025-01-23";"2025-05-24";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CBHU5841917";"20";"Z012";"2025-01-23";"2025-05-24";"5";"23 mei 2025 - 24 mei 2025";"Harian";"45044.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6009872";"20";"Z012";"2025-01-23";"2025-04-08";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6009872";"20";"Z012";"2025-01-23";"2025-04-08";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6009872";"20";"Z012";"2025-01-23";"2025-04-08";"3";"23 maret 2025 - 8 april 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0352189";"20";"Z012";"2025-01-23";"2025-05-31";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0352189";"20";"Z012";"2025-01-23";"2025-05-31";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0352189";"20";"Z012";"2025-01-23";"2025-05-31";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0352189";"20";"Z012";"2025-01-23";"2025-05-31";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0352189";"20";"Z012";"2025-01-23";"2025-05-31";"5";"23 mei 2025 - 31 mei 2025";"Harian";"202698.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CAIU3184330";"20";"Z012";"2025-01-23";"2025-05-24";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CAIU3184330";"20";"Z012";"2025-01-23";"2025-05-24";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CAIU3184330";"20";"Z012";"2025-01-23";"2025-05-24";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CAIU3184330";"20";"Z012";"2025-01-23";"2025-05-24";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"CAIU3184330";"20";"Z012";"2025-01-23";"2025-05-24";"5";"23 mei 2025 - 24 mei 2025";"Harian";"45044.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6063235";"20";"Z012";"2025-01-23";"2025-06-14";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6063235";"20";"Z012";"2025-01-23";"2025-06-14";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6063235";"20";"Z012";"2025-01-23";"2025-06-14";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6063235";"20";"Z012";"2025-01-23";"2025-06-14";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6063235";"20";"Z012";"2025-01-23";"2025-06-14";"5";"23 mei 2025 - 14 juni 2025";"Harian";"518006.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0300903";"20";"Z012";"2025-01-23";"2025-06-21";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0300903";"20";"Z012";"2025-01-23";"2025-06-21";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0300903";"20";"Z012";"2025-01-23";"2025-06-21";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0300903";"20";"Z012";"2025-01-23";"2025-06-21";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0300903";"20";"Z012";"2025-01-23";"2025-06-21";"5";"23 mei 2025 - 21 juni 2025";"Harian";"675660.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WFHU1240962";"20";"Z012";"2025-01-23";"2025-05-25";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WFHU1240962";"20";"Z012";"2025-01-23";"2025-05-25";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WFHU1240962";"20";"Z012";"2025-01-23";"2025-05-25";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WFHU1240962";"20";"Z012";"2025-01-23";"2025-05-25";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WFHU1240962";"20";"Z012";"2025-01-23";"2025-05-25";"5";"23 mei 2025 - 25 mei 2025";"Harian";"67566.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0268015";"20";"Z012";"2025-01-23";"2025-06-03";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0268015";"20";"Z012";"2025-01-23";"2025-06-03";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0268015";"20";"Z012";"2025-01-23";"2025-06-03";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0268015";"20";"Z012";"2025-01-23";"2025-06-03";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"WHLU0268015";"20";"Z012";"2025-01-23";"2025-06-03";"5";"23 mei 2025 - 3 juni 2025";"Harian";"270264.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6045503";"20";"Z012";"2025-01-23";"2025-04-07";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6045503";"20";"Z012";"2025-01-23";"2025-04-07";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6045503";"20";"Z012";"2025-01-23";"2025-04-07";"3";"23 maret 2025 - 7 april 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EISU3944703";"20";"Z012";"2025-01-23";"2025-06-14";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU3944703";"20";"Z012";"2025-01-23";"2025-06-14";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU3944703";"20";"Z012";"2025-01-23";"2025-06-14";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU3944703";"20";"Z012";"2025-01-23";"2025-06-14";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU3944703";"20";"Z012";"2025-01-23";"2025-06-14";"5";"23 mei 2025 - 14 juni 2025";"Harian";"518006.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EMCU6006826";"20";"Z012";"2025-01-23";"2025-04-08";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6006826";"20";"Z012";"2025-01-23";"2025-04-08";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6006826";"20";"Z012";"2025-01-23";"2025-04-08";"3";"23 maret 2025 - 8 april 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0273177";"20";"Z012";"2025-01-23";"2025-04-07";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0273177";"20";"Z012";"2025-01-23";"2025-04-07";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0273177";"20";"Z012";"2025-01-23";"2025-04-07";"3";"23 maret 2025 - 7 april 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"5";"23 mei 2025 - 22 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0215910";"20";"Z012";"2025-01-23";"2025-07-07";"6";"23 juni 2025 - 7 juli 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EGSU3109943";"20";"Z012";"2025-01-23";"2025-06-17";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EGSU3109943";"20";"Z012";"2025-01-23";"2025-06-17";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EGSU3109943";"20";"Z012";"2025-01-23";"2025-06-17";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EGSU3109943";"20";"Z012";"2025-01-23";"2025-06-17";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EGSU3109943";"20";"Z012";"2025-01-23";"2025-06-17";"5";"23 mei 2025 - 17 juni 2025";"Harian";"585572.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"5";"23 mei 2025 - 22 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BMOU2474612";"20";"Z012";"2025-01-23";"2025-07-02";"6";"23 juni 2025 - 2 juli 2025";"Harian";"225220.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"WHLU0330050";"20";"Z012";"2025-01-23";"2025-04-07";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0330050";"20";"Z012";"2025-01-23";"2025-04-07";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"WHLU0330050";"20";"Z012";"2025-01-23";"2025-04-07";"3";"23 maret 2025 - 7 april 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"5";"23 mei 2025 - 22 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"BSIU2946381";"20";"Z012";"2025-01-23";"2025-07-17";"6";"23 juni 2025 - 17 juli 2025";"Harian";"563050.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EISU2194517";"20";"Z012";"2025-01-23";"2025-06-13";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2194517";"20";"Z012";"2025-01-23";"2025-06-13";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2194517";"20";"Z012";"2025-01-23";"2025-06-13";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2194517";"20";"Z012";"2025-01-23";"2025-06-13";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2194517";"20";"Z012";"2025-01-23";"2025-06-13";"5";"23 mei 2025 - 13 juni 2025";"Harian";"495484.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2254616";"20";"Z012";"2025-01-23";"2025-06-01";"1";"23 januari 2025 - 22 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2254616";"20";"Z012";"2025-01-23";"2025-06-01";"2";"23 februari 2025 - 22 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2254616";"20";"Z012";"2025-01-23";"2025-06-01";"3";"23 maret 2025 - 22 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2254616";"20";"Z012";"2025-01-23";"2025-06-01";"4";"23 april 2025 - 22 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"EISU2254616";"20";"Z012";"2025-01-23";"2025-06-01";"5";"23 mei 2025 - 1 juni 2025";"Harian";"225220.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"BMOU2383868";"20";"Z013";"2025-01-24";"2025-04-07";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"BMOU2383868";"20";"Z013";"2025-01-24";"2025-04-07";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"BMOU2383868";"20";"Z013";"2025-01-24";"2025-04-07";"3";"24 maret 2025 - 7 april 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"3";"24 maret 2025 - 23 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"4";"24 april 2025 - 23 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"5";"24 mei 2025 - 23 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"EMCU6038844";"20";"Z013";"2025-01-24";"2025-07-21";"6";"24 juni 2025 - 21 juli 2025";"Harian";"630616.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"ZONA2207201";"20";"Z013";"2025-01-24";"2025-05-20";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"ZONA2207201";"20";"Z013";"2025-01-24";"2025-05-20";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"ZONA2207201";"20";"Z013";"2025-01-24";"2025-05-20";"3";"24 maret 2025 - 23 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"ZONA2207201";"20";"Z013";"2025-01-24";"2025-05-20";"4";"24 april 2025 - 20 mei 2025";"Harian";"608094.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"BMOU2470200";"20";"Z013";"2025-01-24";"2025-04-08";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"BMOU2470200";"20";"Z013";"2025-01-24";"2025-04-08";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"BMOU2470200";"20";"Z013";"2025-01-24";"2025-04-08";"3";"24 maret 2025 - 8 april 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"3";"24 maret 2025 - 23 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"4";"24 april 2025 - 23 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"5";"24 mei 2025 - 23 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"GVCU2190099";"20";"Z013";"2025-01-24";"2025-07-09";"6";"24 juni 2025 - 9 juli 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"6"
"ZONA";"ZONA2211855";"20";"Z013";"2025-01-24";"2025-04-07";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2211855";"20";"Z013";"2025-01-24";"2025-04-07";"2";"24 februari 2025 - 23 maret 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2211855";"20";"Z013";"2025-01-24";"2025-04-07";"3";"24 maret 2025 - 7 april 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"HMCU3062032";"20";"Z013";"2025-01-24";"2025-04-08";"1";"24 januari 2025 - 23 februari 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
