"vendor";"nomor_kontainer";"size";"group";"tanggal_awal";"tanggal_akhir";"periode";"masa";"tarif";"dpp";"dpp_nilai_lain";"ppn";"pph";"grand_total";"status";"computed_periode"
"ZONA";"MSCU7196740";"40";"Z025";"2025-03-12";"2025-07-23";"4";"12 juni 2025 - 11 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"MSCU7196740";"40";"Z025";"2025-03-12";"2025-07-23";"5";"12 juli 2025 - 23 juli 2025";"Harian";"504504.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"BMOU4402838";"40";"Z026";"2025-03-13";"2025-07-23";"1";"13 maret 2025 - 12 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"BMOU4402838";"40";"Z026";"2025-03-13";"2025-07-23";"2";"13 april 2025 - 12 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"BMOU4402838";"40";"Z026";"2025-03-13";"2025-07-23";"3";"13 mei 2025 - 12 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"BMOU4402838";"40";"Z026";"2025-03-13";"2025-07-23";"4";"13 juni 2025 - 12 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"BMOU4402838";"40";"Z026";"2025-03-13";"2025-07-23";"5";"13 juli 2025 - 23 juli 2025";"Harian";"462462.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"1";"13 maret 2025 - 12 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"2";"13 april 2025 - 12 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"3";"13 mei 2025 - 12 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"4";"13 juni 2025 - 12 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"5";"13 juli 2025 - 12 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"GLDU7503878";"40";"Z026";"2025-03-13";"";"6";"13 agustus 2025 - 12 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"CAXU8184119";"40";"Z027";"2025-03-14";"2025-07-22";"1";"14 maret 2025 - 13 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"CAXU8184119";"40";"Z027";"2025-03-14";"2025-07-22";"2";"14 april 2025 - 13 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"CAXU8184119";"40";"Z027";"2025-03-14";"2025-07-22";"3";"14 mei 2025 - 13 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"CAXU8184119";"40";"Z027";"2025-03-14";"2025-07-22";"4";"14 juni 2025 - 13 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"CAXU8184119";"40";"Z027";"2025-03-14";"2025-07-22";"5";"14 juli 2025 - 22 juli 2025";"Harian";"378378.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"1";"16 maret 2025 - 15 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"2";"16 april 2025 - 15 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"3";"16 mei 2025 - 15 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"4";"16 juni 2025 - 15 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"5";"16 juli 2025 - 15 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TGHU6130478";"40";"Z029";"2025-03-16";"";"6";"16 agustus 2025 - 15 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"CCLU6777900";"40";"Z028";"2025-03-15";"2025-06-23";"1";"15 maret 2025 - 14 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"CCLU6777900";"40";"Z028";"2025-03-15";"2025-06-23";"2";"15 april 2025 - 14 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"CCLU6777900";"40";"Z028";"2025-03-15";"2025-06-23";"3";"15 mei 2025 - 14 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"CCLU6777900";"40";"Z028";"2025-03-15";"2025-06-23";"4";"15 juni 2025 - 23 juni 2025";"Harian";"378378.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"MEDU8384327";"40";"Z029";"2025-03-16";"2025-07-23";"1";"16 maret 2025 - 15 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"MEDU8384327";"40";"Z029";"2025-03-16";"2025-07-23";"2";"16 april 2025 - 15 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"MEDU8384327";"40";"Z029";"2025-03-16";"2025-07-23";"3";"16 mei 2025 - 15 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"MEDU8384327";"40";"Z029";"2025-03-16";"2025-07-23";"4";"16 juni 2025 - 15 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"MEDU8384327";"40";"Z029";"2025-03-16";"2025-07-23";"5";"16 juli 2025 - 23 juli 2025";"Harian";"336336.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"5"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"1";"14 maret 2025 - 13 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"2";"14 april 2025 - 13 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"3";"14 mei 2025 - 13 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"4";"14 juni 2025 - 13 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"5";"14 juli 2025 - 13 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"UESU4688707";"40";"Z027";"2025-03-14";"";"6";"14 agustus 2025 - 13 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"MEDU8246035";"40";"Z030";"2025-03-18";"2025-06-24";"1";"18 maret 2025 - 17 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"MEDU8246035";"40";"Z030";"2025-03-18";"2025-06-24";"2";"18 april 2025 - 17 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"MEDU8246035";"40";"Z030";"2025-03-18";"2025-06-24";"3";"18 mei 2025 - 17 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"MEDU8246035";"40";"Z030";"2025-03-18";"2025-06-24";"4";"18 juni 2025 - 24 juni 2025";"Harian";"294294.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"4"
"ZONA";"TEMU2815815";"20";"Z031";"2025-03-19";"2025-06-01";"1";"19 maret 2025 - 18 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2815815";"20";"Z031";"2025-03-19";"2025-06-01";"2";"19 april 2025 - 18 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2815815";"20";"Z031";"2025-03-19";"2025-06-01";"3";"19 mei 2025 - 1 juni 2025";"Harian";"315308.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CCLU3996437";"20";"Z031";"2025-03-19";"2025-06-04";"1";"19 maret 2025 - 18 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CCLU3996437";"20";"Z031";"2025-03-19";"2025-06-04";"2";"19 april 2025 - 18 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CCLU3996437";"20";"Z031";"2025-03-19";"2025-06-04";"3";"19 mei 2025 - 4 juni 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1845843";"20";"Z031";"2025-03-19";"2025-06-07";"1";"19 maret 2025 - 18 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1845843";"20";"Z031";"2025-03-19";"2025-06-07";"2";"19 april 2025 - 18 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1845843";"20";"Z031";"2025-03-19";"2025-06-07";"3";"19 mei 2025 - 7 juni 2025";"Harian";"450440.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2166612";"20";"Z032";"2025-03-20";"2025-06-21";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2166612";"20";"Z032";"2025-03-20";"2025-06-21";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2166612";"20";"Z032";"2025-03-20";"2025-06-21";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2166612";"20";"Z032";"2025-03-20";"2025-06-21";"4";"20 juni 2025 - 21 juni 2025";"Harian";"45044.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2170675";"20";"Z032";"2025-03-20";"2025-07-07";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2170675";"20";"Z032";"2025-03-20";"2025-07-07";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2170675";"20";"Z032";"2025-03-20";"2025-07-07";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KDCU2170675";"20";"Z032";"2025-03-20";"2025-07-07";"4";"20 juni 2025 - 7 juli 2025";"Harian";"405396.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"KCSU2166361";"20";"Z032";"2025-03-20";"2025-06-03";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KCSU2166361";"20";"Z032";"2025-03-20";"2025-06-03";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KCSU2166361";"20";"Z032";"2025-03-20";"2025-06-03";"3";"20 mei 2025 - 3 juni 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1501998";"20";"Z032";"2025-03-20";"2025-05-25";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1501998";"20";"Z032";"2025-03-20";"2025-05-25";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TGHU1501998";"20";"Z032";"2025-03-20";"2025-05-25";"3";"20 mei 2025 - 25 mei 2025";"Harian";"135132.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2170612";"20";"Z032";"2025-03-20";"2025-07-20";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"KDCU2170612";"20";"Z032";"2025-03-20";"2025-07-20";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"KDCU2170612";"20";"Z032";"2025-03-20";"2025-07-20";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"KDCU2170612";"20";"Z032";"2025-03-20";"2025-07-20";"4";"20 juni 2025 - 19 juli 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"KDCU2170612";"20";"Z032";"2025-03-20";"2025-07-20";"5";"20 juli 2025 - 20 juli 2025";"Harian";"22522.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"5"
"ZONA";"TEMU2694966";"20";"Z032";"2025-03-20";"2025-06-16";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2694966";"20";"Z032";"2025-03-20";"2025-06-16";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2694966";"20";"Z032";"2025-03-20";"2025-06-16";"3";"20 mei 2025 - 16 juni 2025";"Harian";"630616.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"4";"20 juni 2025 - 19 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"5";"20 juli 2025 - 19 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"HJMU1531909";"40";"Z032";"2025-03-20";"";"6";"20 agustus 2025 - 19 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"4";"20 juni 2025 - 19 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"5";"20 juli 2025 - 19 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"NYKU6973772";"40";"Z032";"2025-03-20";"";"6";"20 agustus 2025 - 19 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"TEMU3028774";"20";"Z032";"2025-03-20";"2025-06-04";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU3028774";"20";"Z032";"2025-03-20";"2025-06-04";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU3028774";"20";"Z032";"2025-03-20";"2025-06-04";"3";"20 mei 2025 - 4 juni 2025";"Harian";"360352.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2817361";"20";"Z032";"2025-03-20";"2025-06-01";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2817361";"20";"Z032";"2025-03-20";"2025-06-01";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2817361";"20";"Z032";"2025-03-20";"2025-06-01";"3";"20 mei 2025 - 1 juni 2025";"Harian";"292786.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"3";"20 mei 2025 - 19 juni 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"4";"20 juni 2025 - 19 juli 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"5";"20 juli 2025 - 19 agustus 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"FCIU9298391";"40";"Z032";"2025-03-20";"";"6";"20 agustus 2025 - 19 september 2025";"Bulanan";"1261261.00";"1156155.92";"138738.71";"25225.22";"1374774.49";"";"6"
"ZONA";"CXDU1244424";"20";"Z032";"2025-03-20";"2025-06-03";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CXDU1244424";"20";"Z032";"2025-03-20";"2025-06-03";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"CXDU1244424";"20";"Z032";"2025-03-20";"2025-06-03";"3";"20 mei 2025 - 3 juni 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171202";"20";"Z032";"2025-03-20";"2025-06-02";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171202";"20";"Z032";"2025-03-20";"2025-06-02";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171202";"20";"Z032";"2025-03-20";"2025-06-02";"3";"20 mei 2025 - 2 juni 2025";"Harian";"315308.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171964";"20";"Z032";"2025-03-20";"2025-06-03";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171964";"20";"Z032";"2025-03-20";"2025-06-03";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2171964";"20";"Z032";"2025-03-20";"2025-06-03";"3";"20 mei 2025 - 3 juni 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2213295";"20";"Z032";"2025-03-20";"2025-05-20";"1";"20 maret 2025 - 19 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2213295";"20";"Z032";"2025-03-20";"2025-05-20";"2";"20 april 2025 - 19 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"ZONA2213295";"20";"Z032";"2025-03-20";"2025-05-20";"3";"20 mei 2025 - 20 mei 2025";"Harian";"22522.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TRLU9657185";"20";"Z033";"2025-03-21";"2025-05-26";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TRLU9657185";"20";"Z033";"2025-03-21";"2025-05-26";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TRLU9657185";"20";"Z033";"2025-03-21";"2025-05-26";"3";"21 mei 2025 - 26 mei 2025";"Harian";"135132.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2697796";"20";"Z033";"2025-03-21";"2025-05-24";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2697796";"20";"Z033";"2025-03-21";"2025-05-24";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2697796";"20";"Z033";"2025-03-21";"2025-05-24";"3";"21 mei 2025 - 24 mei 2025";"Harian";"90088.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2326692";"20";"Z033";"2025-03-21";"2025-06-04";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2326692";"20";"Z033";"2025-03-21";"2025-06-04";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2326692";"20";"Z033";"2025-03-21";"2025-06-04";"3";"21 mei 2025 - 4 juni 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2254720";"20";"Z033";"2025-03-21";"2025-07-07";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"TEMU2254720";"20";"Z033";"2025-03-21";"2025-07-07";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"TEMU2254720";"20";"Z033";"2025-03-21";"2025-07-07";"3";"21 mei 2025 - 20 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"TEMU2254720";"20";"Z033";"2025-03-21";"2025-07-07";"4";"21 juni 2025 - 7 juli 2025";"Harian";"382874.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"4"
"ZONA";"TEMU2365488";"20";"Z033";"2025-03-21";"2025-06-20";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2365488";"20";"Z033";"2025-03-21";"2025-06-20";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU2365488";"20";"Z033";"2025-03-21";"2025-06-20";"3";"21 mei 2025 - 20 juni 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2172256";"20";"Z033";"2025-03-21";"2025-06-02";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2172256";"20";"Z033";"2025-03-21";"2025-06-02";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"KDCU2172256";"20";"Z033";"2025-03-21";"2025-06-02";"3";"21 mei 2025 - 2 juni 2025";"Harian";"292786.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU3000416";"20";"Z033";"2025-03-21";"2025-06-02";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU3000416";"20";"Z033";"2025-03-21";"2025-06-02";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"TEMU3000416";"20";"Z033";"2025-03-21";"2025-06-02";"3";"21 mei 2025 - 2 juni 2025";"Harian";"292786.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"AXIU8464299";"20";"Z033";"2025-03-21";"2025-06-04";"1";"21 maret 2025 - 20 april 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"AXIU8464299";"20";"Z033";"2025-03-21";"2025-06-04";"2";"21 april 2025 - 20 mei 2025";"Bulanan";"675676.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
"ZONA";"AXIU8464299";"20";"Z033";"2025-03-21";"2025-06-04";"3";"21 mei 2025 - 4 juni 2025";"Harian";"337830.00";"619369.67";"74324.36";"13513.52";"736486.84";"";"3"
